accession,source_type,group_id,disease_identity,celltype_category,manuscript_identity,subclass_cell_identity,cell_count,mean_numi,mean_ngene,subject_count,library_count,total_umis,mean_umis_from_matrix,detected_gene_count
GSE136831,scRNA-seq,142,Control,Epithelial,Mesothelial,Mesothelial,46,12853.45652173913,3003.304347826087,10,11,591259.0,12853.45652173913,19894
GSE136831,scRNA-seq,143,Control,Multiplet,Multiplet,Multiplet_Macrophage_Low-Info,468,10035.882478632479,3191.1581196581196,21,28,4696793.0,10035.882478632479,27127
GSE136831,scRNA-seq,144,Control,Multiplet,Multiplet,Multiplet_Assort,125,3447.848,1502.288,22,29,430981.0,3447.848,17238
GSE136831,scRNA-seq,145,Control,Multiplet,Multiplet,Multiplet_T,60,9258.483333333334,3020.6666666666665,12,15,555509.0,9258.483333333334,16861
GSE136831,scRNA-seq,146,Control,Multiplet,Multiplet,Multiplet_T_Mac_B,53,8157.962264150943,2873.4716981132074,13,17,432372.0,8157.962264150943,16478
GSE136831,scRNA-seq,147,Control,Multiplet,Multiplet,Multiplet_Macrophage_LymphEndo,48,11649.5,3645.9375,13,16,559176.0,11649.5,18166
GSE136831,scRNA-seq,148,Control,Multiplet,Multiplet,Multiplet_NK_Mac,42,8478.57142857143,3017.8333333333335,13,16,356100.0,8478.57142857143,15612
GSE136831,scRNA-seq,149,Control,Multiplet,Multiplet,Multiplet_NK_T,35,5163.0,2264.0857142857144,10,11,180705.0,5163.0,13377
GSE136831,scRNA-seq,150,Control,Multiplet,Multiplet,Multiplet_Lymphocytes_Ciliated,31,6503.8387096774195,2731.7419354838707,10,13,201619.0,6503.8387096774195,16191
GSE136831,scRNA-seq,151,Control,Multiplet,Multiplet,Multiplet_Lymphocyte_Secretory,29,10430.827586206897,3320.5862068965516,7,10,302494.0,10430.827586206897,15871
GSE136831,scRNA-seq,152,Control,Multiplet,Multiplet,Multiplet_Secretory_Ciliated,29,20624.344827586207,5699.551724137931,13,16,598106.0,20624.344827586207,20228
GSE136831,scRNA-seq,153,Control,Multiplet,Multiplet,Multiplet_B_Mac,22,7626.545454545455,2686.909090909091,9,11,167784.0,7626.545454545455,12894
GSE136831,scRNA-seq,154,Control,Multiplet,Multiplet,Multiplet_VascEndoB_VascEndoD,18,4565.333333333333,2195.5555555555557,6,9,82176.0,4565.333333333333,11265
GSE136831,scRNA-seq,155,Control,Multiplet,Multiplet,Multiplet_Lymphocytes_Fibroblast,16,6677.5,2782.6875,7,10,106840.0,6677.5,12717
GSE136831,scRNA-seq,156,Control,Multiplet,Multiplet,Multiplet_SMCs_Pericytes,7,3740.0,1894.142857142857,4,4,26180.0,3740.0,7062
GSE136831,scRNA-seq,157,Control,Multiplet,Multiplet,Multiplet_T_Mac_A,7,4649.571428571428,2170.285714285714,4,5,32547.0,4649.571428571428,7393
GSE136831,scRNA-seq,158,Control,Multiplet,Multiplet,Multiplet_Mast_Mac,4,5815.0,2268.25,3,3,23260.0,5815.0,5629
GSE136831,scRNA-seq,159,Control,Multiplet,Multiplet,Multiplet_Dend_T,2,7864.5,2870.5,2,2,15729.0,7864.5,4587
GSE136831,scRNA-seq,160,Control,Multiplet,Multiplet,Multiplet_Macrophage_Mesothelial,2,10242.0,2943.0,1,1,20484.0,10242.0,5181
GSE136831,scRNA-seq,161,Control,Multiplet,Multiplet,Multiplet_Treg_Mac,2,15011.5,4273.5,2,2,30023.0,15011.5,6377
GSE136831,scRNA-seq,162,Control,Stromal,Myofibroblast,Myofibroblast,204,5458.436274509804,1945.8039215686274,22,31,1113521.0,5458.436274509804,22579
GSE136831,scRNA-seq,163,Control,Lymphoid,NK,NK,2744,2500.116618075802,1366.8239795918366,28,38,6860320.0,2500.116618075802,28171
GSE136831,scRNA-seq,164,Control,Epithelial,PNEC,Neuroendocrine,17,7130.0,2657.764705882353,9,10,121210.0,7130.0,13702
GSE136831,scRNA-seq,165,Control,Stromal,Pericyte,Pericyte,24,3545.5833333333335,1619.4166666666667,11,13,85094.0,3545.5833333333335,11353
GSE136831,scRNA-seq,166,Control,Stromal,SMC,Smooth-Muscle,68,3808.8970588235293,1715.2941176470588,15,18,259005.0,3808.8970588235293,15438
GSE136831,scRNA-seq,167,Control,Stromal,SMC,Smooth-Muscle_MT-tRNAs,1,5468.0,1951.0,1,1,5468.0,5468.0,1951
GSE136831,scRNA-seq,168,Control,Lymphoid,T,T,4410,2641.6496598639455,1279.3712018140588,28,38,11649675.0,2641.6496598639455,29664
GSE136831,scRNA-seq,169,Control,Lymphoid,T_Cytotoxic,T_Cytotoxic_A,2013,2770.147044212618,1340.5901639344263,26,36,5576306.0,2770.147044212618,27032
GSE136831,scRNA-seq,170,Control,Lymphoid,T_Cytotoxic,T_Cytotoxic_C,1537,2519.5283018867926,1300.3539362394274,25,34,3872515.0,2519.5283018867926,25313
GSE136831,scRNA-seq,171,Control,Lymphoid,T_Cytotoxic,T_Cytotoxic_B,511,2738.9608610567516,1368.1487279843445,24,34,1399609.0,2738.9608610567516,21941
GSE136831,scRNA-seq,172,Control,Lymphoid,T_Regulatory,T_Regulatory_A,193,2717.79274611399,1315.5336787564768,22,30,524534.0,2717.79274611399,17747
GSE136831,scRNA-seq,173,Control,Lymphoid,T_Regulatory,T_Regulatory_B,123,3732.8861788617887,1691.8455284552845,19,25,459145.0,3732.8861788617887,16909
GSE136831,scRNA-seq,174,Control,Endothelial,VE_Arterial,Vascular-Endothelial_C,274,5033.481751824817,2013.956204379562,23,32,1379174.0,5033.481751824817,22565
GSE136831,scRNA-seq,175,Control,Endothelial,VE_Capillary_A,Vascular-Endothelial_D,192,2097.484375,1210.9166666666667,17,21,402717.0,2097.484375,17699
GSE136831,scRNA-seq,176,Control,Endothelial,VE_Capillary_B,Vascular-Endothelial_B,436,2559.369266055046,1373.461009174312,23,29,1115885.0,2559.369266055046,21899
GSE136831,scRNA-seq,177,Control,Endothelial,VE_Peribronchial,Vascular-Endothelial_E,83,9250.156626506025,2753.385542168675,13,17,767763.0,9250.156626506025,19980
GSE136831,scRNA-seq,178,Control,Endothelial,VE_Venous,Vascular-Endothelial_A,226,4359.951327433629,1875.495575221239,21,29,985349.0,4359.951327433629,20933
GSE136831,scRNA-seq,179,Control,Myeloid,cDC1,Dendritic_B,199,9328.427135678392,2517.603015075377,20,27,1856357.0,9328.427135678392,21158
GSE136831,scRNA-seq,180,Control,Myeloid,cDC2,Dendritic_A,1233,7637.609894566099,2438.384428223844,27,37,9417173.0,7637.609894566099,28048
GSE136831,scRNA-seq,181,Control,Myeloid,cDC2,Dendritic_CellCycle_A,129,14610.736434108527,4021.751937984496,16,23,1884785.0,14610.736434108527,22025
GSE136831,scRNA-seq,182,Control,Myeloid,cDC2,Dendritic_MT-tRNAs,2,3720.5,1840.5,1,1,7441.0,3720.5,3102
GSE136831,scRNA-seq,183,Control,Myeloid,cMonocyte,Monocyte,5989,3958.066455167808,1565.6056102855234,27,36,23704860.0,3958.066455167808,30361
GSE136831,scRNA-seq,184,Control,Myeloid,cMonocyte,Monocyte_Outlier_B,57,4263.596491228071,1649.7368421052631,18,21,243025.0,4263.596491228071,13996
GSE136831,scRNA-seq,185,Control,Myeloid,cMonocyte,Monocyte_Outlier_C,57,3393.4912280701756,1535.842105263158,13,17,193429.0,3393.4912280701756,14240
GSE136831,scRNA-seq,186,Control,Myeloid,cMonocyte,Monocyte_MT-tRNAs,3,2785.6666666666665,1274.6666666666667,2,2,8357.0,2785.6666666666665,2879
GSE136831,scRNA-seq,187,Control,Myeloid,ncMonocyte,Monocyte_Non-Classical,1058,4363.312854442344,1756.6455576559547,26,35,4616385.0,4363.312854442344,25330
GSE136831,scRNA-seq,188,Control,Myeloid,pDC,Dendritic_Plasmacytoid,52,4906.961538461538,2021.3653846153845,5,6,255162.0,4906.961538461538,14166
GSE136831,scRNA-seq,189,IPF,Epithelial,ATI,ATI,176,6793.914772727273,2663.2670454545455,28,34,1195729.0,6793.914772727273,21839
GSE136831,scRNA-seq,190,IPF,Epithelial,ATII,ATII_High-Surfactants,274,8993.824817518249,2622.817518248175,25,29,2464308.0,8993.824817518249,24040
GSE136831,scRNA-seq,191,IPF,Epithelial,ATII,ATII_Low-Surfactants,222,6012.761261261261,2120.734234234234,26,30,1334833.0,6012.761261261261,22743
GSE136831,scRNA-seq,192,IPF,Epithelial,Aberrant_Basaloid,Mystery_Disease_Epithelial,448,16231.75,4491.720982142857,30,38,7271824.0,16231.75,29049
GSE136831,scRNA-seq,193,IPF,Lymphoid,B,B,4399,3640.4375994544216,1468.3177994998864,32,45,16014285.0,3640.4375994544216,30270
GSE136831,scRNA-seq,194,IPF,Lymphoid,B_Plasma,B_Plasma,180,10798.388888888889,2330.2166666666667,28,37,1943710.0,10798.388888888889,21380
GSE136831,scRNA-seq,195,IPF,Lymphoid,B_Plasma,B_Plasma_LowInfo,12,4362.083333333333,793.0,5,5,52345.0,4362.083333333333,5723
GSE136831,scRNA-seq,196,IPF,Epithelial,Basal,Basal,1472,8377.608016304348,2780.4646739130435,32,44,12331839.0,8377.608016304348,31514
GSE136831,scRNA-seq,197,IPF,Epithelial,Ciliated,Ciliated,6696,8550.139336917562,3416.2020609318997,32,45,57251733.0,8550.139336917562,36815
GSE136831,scRNA-seq,198,IPF,Epithelial,Ciliated,Ciliated_CellCycle,527,5925.666034155598,2724.6337760910815,27,33,3122826.0,5925.666034155598,28426
GSE136831,scRNA-seq,199,IPF,Epithelial,Ciliated,Ciliated_MT-tRNAs,214,9324.654205607476,3820.691588785047,5,8,1995476.0,9324.654205607476,25870
GSE136831,scRNA-seq,200,IPF,Epithelial,Ciliated,Ciliated_FOXN4+,25,15459.88,5009.4,12,15,386497.0,15459.88,18506
GSE136831,scRNA-seq,201,IPF,Epithelial,Ciliated,Ciliated_CellCycle_MT-tRNAs,2,10948.5,4537.0,2,2,21897.0,10948.5,7056
GSE136831,scRNA-seq,202,IPF,Epithelial,Club,Club,1741,8782.122343480758,2936.299827685238,32,43,15289675.0,8782.122343480758,32296
GSE136831,scRNA-seq,203,IPF,Epithelial,Club,Club_CellCycle,114,4472.0,2088.1140350877195,19,23,509808.0,4472.0,20846
GSE136831,scRNA-seq,204,IPF,Myeloid,DC_Langerhans,Dendritic_Langerhans,282,8923.35815602837,2792.301418439716,30,38,2516387.0,8923.35815602837,22611
GSE136831,scRNA-seq,205,IPF,Myeloid,DC_Mature,Dendritic_C,364,7784.208791208791,2260.021978021978,30,41,2833452.0,7784.208791208791,22974
GSE136831,scRNA-seq,206,IPF,Stromal,Fibroblast,Fibroblast,1443,7979.169785169785,2707.609840609841,31,44,11513942.0,7979.169785169785,30512
GSE136831,scRNA-seq,207,IPF,Epithelial,Goblet,Goblet_B,810,13387.430864197531,3237.6382716049384,31,43,10843819.0,13387.430864197531,29681
GSE136831,scRNA-seq,208,IPF,Epithelial,Goblet,Goblet_A,187,12288.72192513369,3383.4491978609626,26,32,2297991.0,12288.72192513369,23629
GSE136831,scRNA-seq,209,IPF,Epithelial,Goblet,Goblet_MT-tRNAs,47,17171.468085106382,4382.425531914893,1,1,807059.0,17171.468085106382,19532
GSE136831,scRNA-seq,210,IPF,Lymphoid,ILC_A,Innate_lymphoid_A,230,3165.0434782608695,1458.378260869565,31,42,727960.0,3165.0434782608695,18925
GSE136831,scRNA-seq,211,IPF,Lymphoid,ILC_B,Innate_lymphoid_B,169,2926.798816568047,1359.1183431952663,29,37,494629.0,2926.798816568047,17204
GSE136831,scRNA-seq,212,IPF,Epithelial,Ionocyte,Ionocyte,23,9707.739130434782,3547.608695652174,11,11,223278.0,9707.739130434782,16289
GSE136831,scRNA-seq,213,IPF,Endothelial,Lymphatic,Lymphatic-Endothelial,733,5693.713506139155,2189.2960436562075,31,43,4173492.0,5693.713506139155,26684
GSE136831,scRNA-seq,214,IPF,Myeloid,Macrophage,Macrophage,50644,7569.196548455888,2398.0550114524917,32,45,383334390.0,7569.196548455888,39784
GSE136831,scRNA-seq,215,IPF,Myeloid,Macrophage,Macrophage_MT-tRNAs,2577,11010.929763290647,3138.5176561893677,10,13,28375166.0,11010.929763290647,32329
GSE136831,scRNA-seq,216,IPF,Myeloid,Macrophage,Macrophage_Outlier_HSPs,2172,6048.255524861878,2109.237108655617,22,29,13136811.0,6048.255524861878,30379
GSE136831,scRNA-seq,217,IPF,Myeloid,Macrophage,Macrophage_Outlier_D,1767,7007.093944538767,2244.8834182229766,29,41,12381535.0,7007.093944538767,28242
GSE136831,scRNA-seq,218,IPF,Myeloid,Macrophage,Macrophage_CellCycle_B,1679,6623.114949374628,2400.0,32,45,11120210.0,6623.114949374628,30367
GSE136831,scRNA-seq,219,IPF,Myeloid,Macrophage,Macrophage_CellCycle_A,842,15731.198337292162,4054.7565320665085,32,42,13245669.0,15731.198337292162,28815
GSE136831,scRNA-seq,220,IPF,Myeloid,Macrophage,Macrophage_Outlier_E,365,1757.0794520547945,917.2712328767124,29,33,641334.0,1757.0794520547945,16701
GSE136831,scRNA-seq,221,IPF,Myeloid,Macrophage,Macrophage_Outlier_B,153,3906.0588235294117,1506.3986928104575,26,32,597627.0,3906.0588235294117,16764
GSE136831,scRNA-seq,222,IPF,Myeloid,Macrophage,Macrophage_Outlier_A,101,4898.297029702971,1810.1980198019803,16,22,494728.0,4898.297029702971,17131
GSE136831,scRNA-seq,223,IPF,Myeloid,Macrophage,Macrophage_Outlier_F,88,4323.818181818182,1644.9431818181818,10,17,380496.0,4323.818181818182,16477
GSE136831,scRNA-seq,224,IPF,Myeloid,Macrophage,Macrophage_Outlier_C,74,4146.9324324324325,1594.2027027027027,18,21,306873.0,4146.9324324324325,13670
GSE136831,scRNA-seq,225,IPF,Myeloid,Macrophage,Macrophage_CellCycle_MT-tRNAs,21,23902.285714285714,5398.0,2,3,501948.0,23902.285714285714,16638
GSE136831,scRNA-seq,226,IPF,Myeloid,Macrophage_Alveolar,Macrophage_Alveolar,23820,9516.364903442485,2770.680184718724,32,45,226679812.0,9516.364903442485,37749
GSE136831,scRNA-seq,227,IPF,Myeloid,Macrophage_Alveolar,Macrophage_Alveolar_CellCycle_A,2461,13018.780577001218,3697.0678585940673,32,43,32039219.0,13018.780577001218,32012
GSE136831,scRNA-seq,228,IPF,Myeloid,Macrophage_Alveolar,Macrophage_Alveolar_CellCycle_B,1001,10251.55044955045,3032.956043956044,29,39,10261802.0,10251.55044955045,28464
GSE136831,scRNA-seq,229,IPF,Myeloid,Macrophage_Alveolar,Macrophage_Alveolar_Outlier_B,44,7358.068181818182,2388.1363636363635,13,14,323755.0,7358.068181818182,13841
GSE136831,scRNA-seq,230,IPF,Myeloid,Macrophage_Alveolar,Macrophage_Alveolar_Outlier_A,37,6461.918918918919,2287.864864864865,18,19,239091.0,6461.918918918919,13163
GSE136831,scRNA-seq,231,IPF,Myeloid,Macrophage_Alveolar,Macrophage_Alveolar_Outlier_E,21,3586.6190476190477,1601.047619047619,11,11,75319.0,3586.6190476190477,9296
GSE136831,scRNA-seq,232,IPF,Myeloid,Macrophage_Alveolar,Macrophage_Alveolar_Outlier_C,10,10761.2,3099.0,5,6,107612.0,10761.2,9774
GSE136831,scRNA-seq,233,IPF,Myeloid,Macrophage_Alveolar,Macrophage_Alveolar_Outlier_F,5,8116.8,2303.8,5,5,40584.0,8116.8,6252
GSE136831,scRNA-seq,234,IPF,Myeloid,Macrophage_Alveolar,Macrophage_Alveolar_Outlier_D,4,11402.75,3398.25,3,3,45611.0,11402.75,7484
GSE136831,scRNA-seq,235,IPF,Myeloid,Mast,Mast,572,2845.4178321678323,1245.3339160839162,29,38,1627579.0,2845.4178321678323,21581
GSE136831,scRNA-seq,236,IPF,Epithelial,Mesothelial,Mesothelial,233,10584.377682403434,2852.459227467811,27,35,2466160.0,10584.377682403434,24415
GSE136831,scRNA-seq,237,IPF,Multiplet,Multiplet,Multiplet_Macrophage_Low-Info,1333,10065.271567891972,3318.4816204051012,31,42,13417007.0,10065.271567891972,31794
GSE136831,scRNA-seq,238,IPF,Multiplet,Multiplet,Multiplet_Secretory_Ciliated,254,21013.86220472441,5889.216535433071,26,31,5337521.0,21013.86220472441,28414
GSE136831,scRNA-seq,239,IPF,Multiplet,Multiplet,Multiplet_T_Mac_B,183,8794.508196721312,2967.8251366120217,23,27,1609395.0,8794.508196721312,20940
GSE136831,scRNA-seq,240,IPF,Multiplet,Multiplet,Multiplet_B_Mac,143,10235.433566433567,3177.132867132867,22,27,1463667.0,10235.433566433567,20711
GSE136831,scRNA-seq,241,IPF,Multiplet,Multiplet,Multiplet_Lymphocytes_Ciliated,109,7646.4495412844035,3177.4862385321103,22,28,833463.0,7646.4495412844035,21892
GSE136831,scRNA-seq,242,IPF,Multiplet,Multiplet,Multiplet_NK_Mac,105,10165.933333333332,3315.7428571428572,23,26,1067423.0,10165.933333333332,19579
GSE136831,scRNA-seq,243,IPF,Multiplet,Multiplet,Multiplet_T,96,8056.614583333333,2810.9375,23,26,773435.0,8056.614583333333,18107
GSE136831,scRNA-seq,244,IPF,Multiplet,Multiplet,Multiplet_VE_Stromal,63,18148.920634920636,5263.31746031746,6,8,1143382.0,18148.920634920636,21214
GSE136831,scRNA-seq,245,IPF,Multiplet,Multiplet,Multiplet_VascEndoB_VascEndoD,60,5286.016666666666,2360.0666666666666,17,19,317161.0,5286.016666666666,16392
GSE136831,scRNA-seq,246,IPF,Multiplet,Multiplet,Multiplet_NK_T,59,5385.745762711865,2418.2033898305085,19,24,317759.0,5385.745762711865,15810
GSE136831,scRNA-seq,247,IPF,Multiplet,Multiplet,Multiplet_Mast_Mac,58,6758.103448275862,2172.5689655172414,15,17,391970.0,6758.103448275862,15113
GSE136831,scRNA-seq,248,IPF,Multiplet,Multiplet,Multiplet_Lymphocyte_Secretory,52,9464.211538461539,3355.826923076923,12,14,492139.0,9464.211538461539,18767
GSE136831,scRNA-seq,249,IPF,Multiplet,Multiplet,Multiplet_Assort,49,7092.959183673469,2475.9591836734694,17,19,347555.0,7092.959183673469,15842
GSE136831,scRNA-seq,250,IPF,Multiplet,Multiplet,Multiplet_T_Mac_A,45,8927.066666666668,3020.0444444444443,12,13,401718.0,8927.066666666668,15748
GSE136831,scRNA-seq,251,IPF,Multiplet,Multiplet,Multiplet_Dend_T,34,13451.5,3752.764705882353,12,14,457351.0,13451.5,15936
GSE136831,scRNA-seq,252,IPF,Multiplet,Multiplet,Multiplet_SMCs_Pericytes,32,4746.15625,2012.9375,14,16,151877.0,4746.15625,13209
GSE136831,scRNA-seq,253,IPF,Multiplet,Multiplet,Multiplet_Macrophage_Mesothelial,24,7026.083333333333,2347.1666666666665,7,7,168626.0,7026.083333333333,13052
GSE136831,scRNA-seq,254,IPF,Multiplet,Multiplet,Multiplet_Lymphocytes_Fibroblast,22,9981.727272727272,3768.4545454545455,9,10,219598.0,9981.727272727272,15821
GSE136831,scRNA-seq,255,IPF,Multiplet,Multiplet,Multiplet_Macrophage_LymphEndo,22,11384.681818181818,3556.0454545454545,11,12,250463.0,11384.681818181818,15121
GSE136831,scRNA-seq,256,IPF,Multiplet,Multiplet,Multiplet_Treg_Mac,22,11747.40909090909,3522.590909090909,15,16,258443.0,11747.40909090909,14115
GSE136831,scRNA-seq,257,IPF,Stromal,Myofibroblast,Myofibroblast,2886,7687.420304920305,2735.189189189189,31,44,22185895.0,7687.420304920305,33153
GSE136831,scRNA-seq,258,IPF,Lymphoid,NK,NK,4007,2587.960818567507,1340.1592213626154,32,45,10369959.0,2587.960818567507,29184
GSE136831,scRNA-seq,259,IPF,Epithelial,PNEC,Neuroendocrine,12,9724.75,3297.0833333333335,4,4,116697.0,9724.75,12043
GSE136831,scRNA-seq,260,IPF,Stromal,Pericyte,Pericyte,578,4974.396193771627,2076.2318339100348,26,31,2875201.0,4974.396193771627,24805
GSE136831,scRNA-seq,261,IPF,Stromal,SMC,Smooth-Muscle,516,4760.275193798449,1909.3042635658915,29,35,2456302.0,4760.275193798449,24336
GSE136831,scRNA-seq,262,IPF,Stromal,SMC,Smooth-Muscle_MT-tRNAs,40,5909.625,2159.7,1,1,236385.0,5909.625,13966
GSE136831,scRNA-seq,263,IPF,Lymphoid,T,T,5088,2879.4435927672957,1288.263364779874,32,45,14650609.0,2879.4435927672957,30053
GSE136831,scRNA-seq,264,IPF,Lymphoid,T_Cytotoxic,T_Cytotoxic_C,2774,2826.522710886806,1323.594087959625,31,43,7840774.0,2826.522710886806,27529
GSE136831,scRNA-seq,265,IPF,Lymphoid,T_Cytotoxic,T_Cytotoxic_A,2691,2717.274247491639,1299.9468599033817,32,45,7312185.0,2717.274247491639,27409
GSE136831,scRNA-seq,266,IPF,Lymphoid,T_Cytotoxic,T_Cytotoxic_B,831,2882.32972322503,1348.3983152827918,30,41,2395216.0,2882.32972322503,23666
GSE136831,scRNA-seq,267,IPF,Lymphoid,T_Regulatory,T_Regulatory_B,492,3938.2804878048782,1741.060975609756,31,43,1937634.0,3938.2804878048782,22407
GSE136831,scRNA-seq,268,IPF,Lymphoid,T_Regulatory,T_Regulatory_A,352,3007.9602272727275,1351.5767045454545,29,39,1058802.0,3007.9602272727275,20268
GSE136831,scRNA-seq,269,IPF,Endothelial,VE_Arterial,Vascular-Endothelial_C,330,5572.157575757576,2152.672727272727,30,40,1838812.0,5572.157575757576,23879
GSE136831,scRNA-seq,270,IPF,Endothelial,VE_Capillary_A,Vascular-Endothelial_D,206,3207.097087378641,1538.9757281553398,24,29,660662.0,3207.097087378641,19514
GSE136831,scRNA-seq,271,IPF,Endothelial,VE_Capillary_B,Vascular-Endothelial_B,494,4441.427125506073,1920.2449392712551,26,35,2194065.0,4441.427125506073,23885
GSE136831,scRNA-seq,272,IPF,Endothelial,VE_Peribronchial,Vascular-Endothelial_E,1817,8535.072647220693,2697.6230049532196,32,45,15508227.0,8535.072647220693,31200
GSE136831,scRNA-seq,273,IPF,Endothelial,VE_Peribronchial,Vascular-Endothelial_E_MT-tRNAs,102,8552.607843137255,2829.264705882353,3,3,872366.0,8552.607843137255,19306
GSE136831,scRNA-seq,274,IPF,Endothelial,VE_Venous,Vascular-Endothelial_A,430,5857.695348837209,2176.1744186046512,32,44,2518809.0,5857.695348837209,24503
GSE136831,scRNA-seq,275,IPF,Myeloid,cDC1,Dendritic_B,373,8502.713136729222,2363.6782841823056,32,42,3171512.0,8502.713136729222,22890
GSE136831,scRNA-seq,276,IPF,Myeloid,cDC2,Dendritic_A,3390,7944.7,2489.2353982300883,32,44,26932533.0,7944.7,30945
GSE136831,scRNA-seq,277,IPF,Myeloid,cDC2,Dendritic_MT-tRNAs,154,10081.837662337663,2978.896103896104,5,6,1552603.0,10081.837662337663,21209
GSE136831,scRNA-seq,278,IPF,Myeloid,cDC2,Dendritic_CellCycle_A,137,14313.036496350365,4022.6204379562046,26,33,1960886.0,14313.036496350365,22077
GSE136831,scRNA-seq,279,IPF,Myeloid,cMonocyte,Monocyte,4377,3556.317340644277,1436.8585789353438,32,45,15566001.0,3556.317340644277,28806
GSE136831,scRNA-seq,280,IPF,Myeloid,cMonocyte,Monocyte_MT-tRNAs,222,4604.315315315315,1709.936936936937,4,5,1022158.0,4604.315315315315,18685
GSE136831,scRNA-seq,281,IPF,Myeloid,cMonocyte,Monocyte_Outlier_B,154,4827.266233766234,1693.577922077922,16,21,743399.0,4827.266233766234,17065
GSE136831,scRNA-seq,282,IPF,Myeloid,cMonocyte,Monocyte_Outlier_C,109,3511.697247706422,1589.9357798165138,23,27,382775.0,3511.697247706422,16609
GSE136831,scRNA-seq,283,IPF,Myeloid,ncMonocyte,Monocyte_Non-Classical,1931,4644.879854997411,1789.3940963231487,32,44,8969263.0,4644.879854997411,27086
GSE136831,scRNA-seq,284,IPF,Myeloid,pDC,Dendritic_Plasmacytoid,430,5414.604651162791,2084.253488372093,29,39,2328280.0,5414.604651162791,23073
